lectin_id,pdb,protein_name,uniprot,origin,species,species_id,fold,class,family,resolution,ligand,monosac,iupac,glycoct,glytoucan_id,timestamp_download
1025,2DV9,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.48,bGal13Gal,D-Galp,Gal(b1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(3+1)2d",G02753DE,2026-01-06T19:41:38Z
1026,2DVA,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.2,bGal13aGalNAcOMe,"D-Galp, D-GalpNAc",Gal(b1-3)GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d",G78436BB,2026-01-06T19:41:38Z
1027,2DVB,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.25,bGal16GalNAc,"D-Galp, D-GalpNAc",Gal(b1-6)GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(6+1)3d",G27589TC,2026-01-06T19:41:38Z
1028,2DVD,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.25,aGal13Gal,D-Galp,Gal(a1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d",G78260AJ,2026-01-06T19:41:38Z
1029,2DVF,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.74,,,,,,2026-01-06T19:41:38Z
1030,2DVG,Galactose-binding lectin (Agglutinin) (PNA),P02872,Plant lectins,Arachis hypogaea,139,b-sandwich / ConA-like,L-type (legume lectin),PNA,2.78,bGal16Glc,"D-Galp, D-Glcp",Gal(b1-6)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d",G44856HU,2026-01-06T19:41:38Z
1031,2DWR,Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*],P11193,Virus lectins,Rotavirus,1033,b-sandwich / ConA-like,Rotavirus spike protein,"Human rotavirus P[8], P[4]",2.5,,,,,,2026-01-06T19:41:38Z
1032,2DYC,Galectin-4 (Gal-4) (Lactose-binding lectin 4),Q8K419,Animal lectins,Mus musculus,167,b-sandwich / ConA-like,galectin-like,galectin-4,2.4,,,,,,2026-01-06T19:41:38Z
1033,2E4M,Hemagglutinin component HA-17 type D (ANTP17) (HA 17 kDa subunit) (HA2),Q9LBR4,Bacterial lectins,Clostridium botulinum,181,b-trefoil,Ricin-like,(HA1) HA-33/D and C,1.85,,,,,,2026-01-06T19:41:38Z
1034,2E51,Basic agglutinin (WBA I),O24313,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-I,2.5,aGalNAc13Gal,"D-Galp, D-GalpNAc",GalNAc(a1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3s:n-acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n",G33395TI,2026-01-06T19:41:38Z
1035,2E53,Basic agglutinin (WBA I),O24313,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-I,2.4,aGal13Gal,D-Galp,Gal(a1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
LIN
1:1o(3+1)2d",G78260AJ,2026-01-06T19:41:38Z
1036,2E6V,Vesicular integral-membrane protein VIP36 (Lectin mannose-binding 2) (Vesicular integral-membrane protein 36) (VIP36),P49256,Animal lectins,Canis familiaris,239,b-sandwich / ConA-like,ERGIC-VIP L-type,VIP36,2.5,aMan12aMan13Man,D-Manp,Man(a1-2)Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d",G47764XB,2026-01-06T19:41:38Z
1037,2E7Q,Basic agglutinin (WBA I),O24313,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-I,2.75,aGal13bGal14Glc,"D-Galp, D-Glcp",Gal(a1-3)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d",G48740SL,2026-01-06T19:41:38Z
1038,2E7T,Basic agglutinin (WBA I),O24313,Plant lectins,Psophocarpus tetragonolobus,184,b-sandwich / ConA-like,L-type (legume lectin),WBA-I,2.65,aGalNAc13bGal14Glc,"D-Galp, D-GalpNAc, D-Glcp",GalNAc(a1-3)Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n",G95341UA,2026-01-06T19:41:38Z
1039,2EAK,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),O00182,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-9,1.97,bGal14Glc,"D-Galp, D-Glcp",Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d",G74621DY,2026-01-06T19:41:38Z
1040,2EAL,Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21),O00182,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-9,1.85,aGalNAc13bGalNAc13Gal,"D-Galp, D-GalpNAc",GalNAc(a1-3)GalNAc(b1-3)Gal,"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:n-acetyl
4b:a-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4d(2+1)5n",G68607SL,2026-01-06T19:41:38Z
1041,2EF6,Concanavalin-A (Con A),P14894,Plant lectins,Canavalia gladiata,336,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.1,aMan13aManOMe,D-Manp,Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d",G07490EK,2026-01-06T19:41:38Z
1042,2EIG,Anti-H(O) lectin (LTA),P19664,Plant lectins,Lotus tetragonolobus (Tetragonolobus purpureus),391,b-sandwich / ConA-like,L-type (legume lectin),Lotus,2.0,,,,,,2026-01-06T19:41:38Z
1043,2ENR,Concanavalin-A (Con A),P02866,Plant lectins,Canavalia ensiformis,113,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.35,,,,,,2026-01-06T19:41:38Z
1044,2EZM,Cyanovirin-N (CV-N),P81180,Bacterial lectins,Nostoc ellipsosporum,226,b-sandwich / cyanovirin-like,cyanovirin-like,CVNH,0.0,,,,,,2026-01-06T19:41:38Z
1045,2F6E,Toxin A (EC 3.4.22.-),P16154,Bacterial lectins,Clostridium difficile,394,b-hairpin stack,Toxin repetitive domain,Clostridium repeated domains,1.85,,,,,,2026-01-06T19:41:38Z
1046,2FK0,Hemagglutinin (Fragment),Q1KHJ8,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.95,,,,,,2026-01-06T19:41:38Z
1047,2FMD,Lectin (Agglutinin) (BMA) [Cleaved into: Lectin beta chain; Lectin alpha chain],P42088,Plant lectins,Bowringia milbraedii (Leucomphalos mildbraedii),396,b-sandwich / ConA-like,L-type (legume lectin),BMA,1.9,aMan12aMan,D-Manp,Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d",G29313LW,2026-01-06T19:41:38Z
1048,2G5R,Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328),Q9Y286,Animal lectins,Homo sapiens,97,b-sandwich / Ig-like,I-type lectin,Siglec-7,1.6,Oxamido-NeuAc,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
1049,2G7C,Toxin A (EC 3.4.22.-),P16154,Bacterial lectins,Clostridium difficile,394,b-hairpin stack,Toxin repetitive domain,Clostridium repeated domains,2.0,aGal13bGal14GlcNAc,"D-Galp, D-GlcpNAc",Gal(a1-3)Gal(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d",G27798EJ,2026-01-06T19:41:38Z
1050,2GAL,Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein),P47929,Animal lectins,Homo sapiens,97,b-sandwich / ConA-like,galectin-like,galectin-7,2.0,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
1051,2GGU,Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D),P35247,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,SP-D,1.9,aGlc14aGlc14Glc,D-Glcp,Glc(a1-4)Glc(a1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d",G33575EC,2026-01-06T19:41:38Z
1052,2GGX,Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D),P35247,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,SP-D,1.9,p-nitrophenyl maltoside,D-Glcp,Glc(a1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d",G41366RG,2026-01-06T19:41:38Z
1053,2GME,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,1.75,,,,,,2026-01-06T19:41:38Z
1054,2GMM,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.15,aMan12Man,D-Manp,Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d",G29313LW,2026-01-06T19:41:38Z
1055,2GMP,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.5,bGlcNAc12Man,"D-GlcpNAc, D-Manp",GlcNAc(b1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
LIN
1:1o(2+1)2d
2:2d(2+1)3n",G65609XC,2026-01-06T19:41:38Z
1056,2GN3,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,1.97,aManOMe,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
1057,2GN7,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.9,aMan13(aMan16)Man,D-Manp,Man(a1-3)[Man(a1-6)]Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(6+1)3d",G24260RG,2026-01-06T19:41:38Z
1058,2GNB,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.27,,,,,,2026-01-06T19:41:38Z
1059,2GND,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.25,,,,,,2026-01-06T19:41:38Z
1060,2GNM,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,1.95,,,,,,2026-01-06T19:41:38Z
1061,2GNT,Lectin (Fragment),Q8GSD2,Plant lectins,Pterocarpus angolensis,278,b-sandwich / ConA-like,L-type (legume lectin),platypodium and related,2.02,,,,,,2026-01-06T19:41:38Z
1062,2GTY,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,1.3,,,,,,2026-01-06T19:41:38Z
1063,2GUC,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,1.79,Man,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
1064,2GUD,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,0.94,Man,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
1065,2GUE,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,2.02,GlcNAc,D-GlcpNAc,GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G64581RP,2026-01-06T19:41:38Z
1066,2GUX,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,2.0,,,,,,2026-01-06T19:41:38Z
1067,2HMG,Hemagglutinin [Cleaved into: Hemagglutinin HA1 chain; Hemagglutinin HA2 chain],P03437,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,3.0,,,,,,2026-01-06T19:41:38Z
1068,2HRL,Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328),Q9Y286,Animal lectins,Homo sapiens,97,b-sandwich / Ig-like,I-type lectin,Siglec-7,1.85,"2,8-disialoganglioside GT1b","D-Galp, D-GalpNAc, D-Glcp, D-Neup5Ac",GalNAc(b1-4)[NeuAc(a2-8)NeuAc(a2-3)]Gal(b1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
4s:n-acetyl
5b:a-dgro-dgal-NON-2:6|1:a|2:keto|3:d
6s:n-acetyl
7b:b-dgal-HEX-1:5
8s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+2)3d
3:3d(5+1)4n
4:3o(8+2)5d
5:5d(5+1)6n
6:2o(4+1)7d
7:7d(2+1)8n",G41759HA,2026-01-06T19:41:38Z
1069,2HYQ,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,2.0,aMan16aMan,D-Manp,Man(a1-6)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(6+1)2d",G51379UR,2026-01-06T19:41:38Z
1070,2HYR,Griffithsin (GRFT),P84801,Algal lectins,Griffithsia,400,b-prism I,Jacalin-like,griffithsin,1.51,aGlc14Glc,D-Glcp,Glc(a1-4)Glc,"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d",G41366RG,2026-01-06T19:41:38Z
1071,2I2S,Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*],P0C6Y8,Virus lectins,Rotavirus,1033,b-sandwich / ConA-like,Rotavirus spike protein,"Porcine rotavirus P[7], P[3]",2.3,aNeuAcOme,D-Neup5Ac,NeuAc,"RES
1b:x-dgro-dgal-NON-2:6|1:a|2:keto|3:d
2s:n-acetyl
LIN
1:1d(5+1)2n",G81533KY,2026-01-06T19:41:38Z
1072,2IBX,Hemagglutinin (Fragment),Q66QC3,Virus lectins,Influenzae virus,179,b-sandwich / viral protein domain,Influenza hemagglutinin,influenza virus,2.8,,,,,,2026-01-06T19:41:38Z
1073,2IHO,Agglutinin,Q8X123,Fungal and yeast lectins,Marasmius oreades,404,b-trefoil,Ricin-like,MOA,2.41,aGal13bGal14GlcNAc,"D-Galp, D-GlcpNAc",Gal(a1-3)Gal(b1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d",G27798EJ,2026-01-06T19:41:38Z
1074,2IT5,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),Q9NNX6,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,DC-SIGN / DC-SIGNR,2.4,aMan12aMan13aMan,D-Manp,Man(a1-2)Man(a1-3)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(2+1)3d",G47764XB,2026-01-06T19:41:38Z
1075,2IT6,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),Q9NNX6,Animal lectins,Homo sapiens,97,a/b mixed / C-type lectin-like,C-type lectin,DC-SIGN / DC-SIGNR,1.95,aMan12aMan,D-Manp,Man(a1-2)Man,"RES
1b:x-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(2+1)2d",G29313LW,2026-01-06T19:41:38Z
1076,2J0G,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.85,ManNAc,D-ManpNAc,ManNAc,"RES
1b:x-dman-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G29494LA,2026-01-06T19:41:38Z
1077,2J0H,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.85,acetylcholine,,,,,2026-01-06T19:41:38Z
1078,2J0Y,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.35,beta-1-3-glucan,D-Glcp,Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:3o(3+1)4d",G45140IE,2026-01-06T19:41:38Z
1079,2J1G,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",1.95,CysNAc,,,,,2026-01-06T19:41:38Z
1080,2J2P,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.8,cysNAc,,,,,2026-01-06T19:41:38Z
1081,2J3F,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.8,GalNAc,D-GalpNAc,GalNAc,"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G27025MB,2026-01-06T19:41:38Z
1082,2J3G,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.5,,,,,,2026-01-06T19:41:38Z
1083,2J3O,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.65,GlcNAc,D-GlcpNAc,GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G64581RP,2026-01-06T19:41:38Z
1084,2J3U,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.15,galactose,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
1085,2J5Z,Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen),O75636,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,H-ficolin,1.73,Gal,D-Galp,Gal,"RES
1b:x-dgal-HEX-1:5",G68158BT,2026-01-06T19:41:38Z
1086,2J60,Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen),O75636,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,H-ficolin,1.8,D-Fuc,D-Fucp,Dfuc,"RES
1b:x-dgal-HEX-1:5|6:d",G25787TL,2026-01-06T19:41:38Z
1087,2J64,Ficolin-3 (Collagen/fibrinogen domain-containing lectin 3 p35) (Collagen/fibrinogen domain-containing protein 3) (Hakata antigen),O75636,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,H-ficolin,2.2,,,,,,2026-01-06T19:41:38Z
1088,2J61,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),Q15485,Animal lectins,Homo sapiens,97,a/b mixed with b-sheet / Fibrinogen C-ter like,Ficolin-like,"L-ficolin,M-ficolin",2.7,GlcNAc,D-GlcpNAc,GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
LIN
1:1d(2+1)2n",G64581RP,2026-01-06T19:41:38Z
1089,2JDH,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.1,aFuc(1-4)GlcNAc disaccharide derivative,"D-GlcpNAc, L-Fucp",Fuc(a1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(4+1)3d",G47366RU,2026-01-06T19:41:38Z
1090,2JDK,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.1,aFuc(1-4)GlcNAc disaccharide derivative,"D-GlcpNAc, L-Fucp",Fuc(a1-4)GlcNAc,"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-lgal-HEX-1:5|6:d
LIN
1:1d(2+1)2n
2:1o(4+1)3d",G47366RU,2026-01-06T19:41:38Z
1091,2JDM,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.7,aLFucOMe,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
1092,2JDN,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.3,aManOMe,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
1093,2JDP,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.3,aLFucOMe,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
1094,2JDU,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.5,aLFucOMe,L-Fucp,Fuc,"RES
1b:x-lgal-HEX-1:5|6:d",G82576YO,2026-01-06T19:41:38Z
1095,2JDY,Fucose-binding lectin PA-IIL,Q9HYN5,Bacterial lectins,Pseudomonas aeruginosa,206,b-sandwich / 2 calcium lectin,2 calcium lectin,"LecB / PA-IIL, RSIIL",1.7,aManOMe,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
1096,2JDZ,Lectin alpha chain [Cleaved into: Lectin beta chain; Lectin gamma-1 chain; Lectin gamma-2 chain],P81637,Plant lectins,Dioclea guianensis,209,b-sandwich / ConA-like,L-type (legume lectin),ConA and related,2.1,3-Br-4-Cl-3-indolyl-aDMan,D-Manp,Man,"RES
1b:x-dman-HEX-1:5",G70323CJ,2026-01-06T19:41:38Z
